userId,Animal,Science,Sport,Book,Beauty,Play,History,Sea,Craft,Art,Car,Electronics,Game,Sightseeing,Plant,African,Health,Middle Eastern,Alcohol,Fancy,Drink,Australian,Asian,Fast Food,European,SeaFood,Latin American,American,Sweet
117,0.0,0.0,2.0,0.0,7.0,8.0,0.0,0.0,1.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0
118,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,33.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,13.0,0.0,0.0
119,0.0,5.0,11.0,0.0,87.0,7.0,0.0,1.0,0.0,20.0,3.0,18.0,0.0,3.0,17.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,24.0,0.0,14.0,2.0,7.0
120,0.0,0.0,9.0,0.0,12.0,6.0,1.0,0.0,0.0,16.0,3.0,4.0,0.0,5.0,11.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,19.0,8.0,0.0,4.0,23.0,4.0
121,0.0,3.0,10.0,0.0,13.0,3.0,0.0,6.0,2.0,8.0,1.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,9.0,97.0
122,4.0,0.0,5.0,0.0,24.0,6.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,4.0,7.0,0.0,7.0,2.0,2.0
123,0.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,4.0,10.0,1.0
124,0.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,19.0,6.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,8.0,3.0,2.0
125,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,3.0
126,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
127,1.0,0.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,8.0,3.0,0.0
128,0.0,0.0,1.0,0.0,21.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0
129,0.0,1.0,4.0,0.0,7.0,4.0,1.0,0.0,2.0,60.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,0.0,11.0,8.0,4.0
130,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,39.0,0.0,5.0,1.0,2.0,8.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,6.0,3.0
131,1.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,53.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0
132,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,9.0,40.0,1.0
133,1.0,1.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,7.0,9.0,0.0,8.0,10.0,0.0
134,0.0,0.0,3.0,1.0,11.0,6.0,0.0,1.0,0.0,11.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,1.0,9.0,3.0,0.0,5.0,9.0,9.0
135,0.0,2.0,10.0,0.0,7.0,2.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,10.0,18.0,1.0,9.0,4.0,7.0
136,3.0,2.0,10.0,0.0,60.0,6.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,18.0,0.0
137,0.0,0.0,1.0,0.0,34.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,1.0
138,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,21.0,118.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,31.0
139,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,9.0,2.0
140,0.0,0.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,15.0,2.0
141,0.0,0.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0
142,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,59.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
143,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,6.0,0.0,2.0,0.0,3.0,14.0,0.0
144,0.0,5.0,2.0,0.0,5.0,1.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,1.0
145,0.0,0.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,9.0,56.0,2.0,4.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,7.0,13.0,3.0
146,0.0,1.0,3.0,3.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,7.0
147,0.0,5.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,2.0,0.0,5.0,11.0,1.0
148,0.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,28.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,7.0,0.0,10.0,4.0,5.0
149,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,62.0,2.0,1.0,16.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,1.0,3.0,1.0
150,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,13.0,28.0,0.0,22.0,36.0,0.0,1.0,33.0,0.0,7.0,0.0,0.0,1.0,62.0,7.0,0.0,24.0,1.0,12.0
151,0.0,0.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,12.0,5.0,2.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0
152,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,39.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,9.0,10.0,0.0,9.0,7.0,7.0
153,0.0,3.0,9.0,0.0,56.0,8.0,2.0,1.0,8.0,36.0,1.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,5.0,11.0,9.0,0.0,12.0,14.0,11.0
154,0.0,7.0,8.0,0.0,13.0,7.0,0.0,0.0,2.0,9.0,0.0,9.0,2.0,8.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,10.0,0.0
155,0.0,1.0,5.0,0.0,18.0,1.0,0.0,0.0,0.0,13.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,9.0,0.0,7.0,7.0,0.0
156,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,36.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,5.0,3.0
157,0.0,0.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0,12.0,7.0,7.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,3.0,5.0
158,2.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,0.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,9.0,1.0
159,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,3.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,11.0,4.0,6.0
160,1.0,0.0,3.0,1.0,8.0,7.0,0.0,0.0,2.0,10.0,5.0,5.0,2.0,4.0,2.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,2.0,5.0,14.0,1.0,6.0,3.0,5.0
161,1.0,0.0,14.0,0.0,12.0,1.0,0.0,0.0,0.0,17.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,8.0,0.0,3.0,6.0,5.0
162,0.0,1.0,3.0,0.0,12.0,6.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,6.0,6.0,1.0
163,5.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,13.0,0.0,13.0,3.0,4.0
164,7.0,2.0,18.0,0.0,15.0,6.0,0.0,1.0,2.0,39.0,43.0,2.0,0.0,3.0,5.0,0.0,1.0,3.0,0.0,5.0,0.0,1.0,4.0,10.0,9.0,1.0,22.0,4.0,3.0
165,0.0,0.0,4.0,0.0,24.0,13.0,0.0,0.0,0.0,3.0,56.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,1.0
166,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,1.0,83.0,17.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,5.0,1.0,3.0
167,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0
168,5.0,3.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0
169,0.0,1.0,3.0,0.0,3.0,8.0,0.0,0.0,6.0,36.0,4.0,2.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,12.0,4.0,8.0
170,0.0,0.0,6.0,0.0,16.0,4.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,2.0,11.0,7.0,5.0
171,0.0,0.0,6.0,0.0,23.0,7.0,0.0,0.0,0.0,38.0,21.0,0.0,54.0,8.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,6.0,6.0,5.0,1.0,5.0,11.0,3.0
172,0.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,33.0,4.0
173,0.0,0.0,5.0,0.0,8.0,6.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,19.0,0.0,4.0
174,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0
175,2.0,1.0,3.0,1.0,9.0,6.0,0.0,1.0,0.0,7.0,37.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,6.0,0.0,4.0,6.0,1.0
176,1.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,1.0,7.0,1.0,0.0,6.0,3.0,11.0
177,0.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,1.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,13.0,3.0,3.0
178,2.0,4.0,78.0,0.0,62.0,10.0,0.0,0.0,1.0,5.0,2.0,15.0,0.0,53.0,27.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,33.0,3.0,0.0,26.0,33.0,18.0
179,0.0,3.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,29.0,1.0
180,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,116.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,12.0,8.0
181,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0
182,0.0,1.0,0.0,0.0,30.0,5.0,3.0,0.0,1.0,31.0,84.0,27.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,10.0,2.0,0.0,5.0,1.0,40.0
183,0.0,1.0,1.0,0.0,7.0,17.0,6.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,4.0,3.0
184,0.0,2.0,0.0,2.0,39.0,8.0,0.0,0.0,0.0,16.0,5.0,4.0,2.0,34.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,0.0,3.0,19.0,7.0
185,0.0,3.0,17.0,26.0,15.0,11.0,0.0,0.0,0.0,283.0,30.0,97.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,110.0,2.0,18.0,0.0,156.0,4.0,148.0
186,0.0,0.0,20.0,0.0,4.0,6.0,0.0,1.0,0.0,12.0,14.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,7.0,27.0,1.0,0.0,1.0,24.0,4.0
187,0.0,2.0,1.0,0.0,49.0,15.0,0.0,0.0,0.0,10.0,1.0,5.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,29.0,6.0,0.0,5.0,11.0,3.0
188,0.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,14.0,1.0
189,0.0,3.0,9.0,0.0,15.0,18.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,15.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,14.0,22.0,0.0
190,0.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,2.0,4.0,0.0
191,0.0,0.0,1.0,37.0,0.0,25.0,1.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
192,1.0,0.0,5.0,2.0,7.0,12.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,18.0,2.0,4.0,2.0,2.0
193,0.0,2.0,6.0,0.0,11.0,3.0,0.0,1.0,1.0,18.0,8.0,5.0,1.0,10.0,11.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,5.0,8.0,5.0,0.0,14.0,17.0,11.0
194,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,16.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,16.0,16.0,2.0
195,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,15.0,11.0,0.0,2.0,2.0,4.0
196,3.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,7.0,4.0,3.0
197,1.0,1.0,12.0,0.0,17.0,6.0,1.0,0.0,0.0,14.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,0.0,3.0,4.0,9.0
198,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,14.0,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,2.0
199,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,6.0,1.0,19.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,5.0,0.0,5.0,10.0,43.0
200,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,8.0,0.0
201,0.0,1.0,9.0,0.0,25.0,1.0,0.0,1.0,1.0,7.0,16.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,6.0,5.0,4.0
202,0.0,1.0,7.0,0.0,60.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,48.0,1.0,0.0,5.0,26.0,2.0
203,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,23.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,64.0,0.0
204,0.0,1.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0
205,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,4.0
206,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,3.0,57.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,10.0,0.0,3.0,7.0,4.0
207,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
208,1.0,0.0,15.0,0.0,48.0,12.0,3.0,1.0,0.0,47.0,14.0,3.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,3.0,8.0,0.0,9.0,12.0,7.0
209,0.0,1.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,11.0,30.0
210,0.0,4.0,0.0,1.0,7.0,11.0,0.0,0.0,5.0,23.0,6.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,15.0,8.0,0.0
211,1.0,3.0,3.0,0.0,5.0,3.0,0.0,0.0,3.0,6.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,6.0,4.0
212,2.0,1.0,3.0,1.0,40.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,2.0,11.0,0.0
213,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,1.0,1.0,3.0,0.0,21.0,12.0,0.0,3.0,0.0,22.0,2.0,7.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,8.0,1.0,1.0,0.0,16.0,22.0,0.0,13.0,10.0,1.0
215,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,19.0,8.0,20.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,6.0,2.0,0.0,2.0,12.0,0.0
216,0.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,62.0,1.0,5.0
217,0.0,0.0,19.0,0.0,16.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,15.0,2.0
218,1.0,0.0,7.0,1.0,10.0,11.0,0.0,0.0,1.0,36.0,3.0,2.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,5.0,11.0,21.0
219,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,10.0,7.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,2.0,0.0,14.0,4.0,3.0
220,2.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,14.0,12.0,3.0,6.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,6.0,3.0,1.0
221,0.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,6.0,0.0
222,0.0,0.0,5.0,1.0,14.0,6.0,0.0,0.0,0.0,5.0,1.0,7.0,1.0,2.0,9.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,1.0,11.0,17.0,0.0,15.0,15.0,2.0
223,0.0,0.0,5.0,0.0,5.0,6.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,10.0,4.0,3.0
224,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,15.0,0.0
225,0.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0,0.0,11.0,1.0,3.0,6.0,33.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,14.0,1.0,0.0,4.0,10.0,8.0
226,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,26.0,0.0,1.0
227,0.0,1.0,2.0,0.0,20.0,5.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0
228,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,7.0,5.0,0.0,4.0,7.0,1.0
229,2.0,0.0,4.0,0.0,15.0,7.0,0.0,0.0,0.0,28.0,0.0,0.0,5.0,22.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,7.0,6.0,0.0,21.0,13.0,3.0
230,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,65.0
231,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,9.0,3.0
232,2.0,3.0,1.0,0.0,14.0,11.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,31.0,0.0,2.0,6.0,3.0
233,0.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,71.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0,2.0,4.0
